player_id,level,coins,powerup,enemy_hit,time_seconds,death_cause,win
182,World 2-1,124,Star,Lakitu,73,Hole,1
144,World 2-1,79,None,Hammer Bro,296,None,1
8,World 1-1,76,None,Lakitu,37,Lava,0
62,World 1-1,98,Star,Goomba,47,Time,1
79,Bowser Castle,196,Fire Flower,Hammer Bro,80,Time,1
61,World 1-1,14,Star,Goomba,115,Hole,1
150,World 1-2,164,Mushroom,Piranha,208,Time,1
52,World 3-1,93,Star,Goomba,230,Lava,1
146,World 3-1,182,Mushroom,Koopa,258,Lava,0
4,Bowser Castle,81,Mushroom,Piranha,111,Time,1
161,World 3-1,110,Fire Flower,Koopa,79,Lava,0
100,World 3-1,198,None,Lakitu,154,Hole,1
103,Bowser Castle,140,Star,Koopa,186,None,1
20,World 3-1,1,Fire Flower,Hammer Bro,299,Lava,1
182,World 2-1,92,Fire Flower,Hammer Bro,98,Enemy,1
44,Bowser Castle,59,Mushroom,Hammer Bro,96,None,0
5,World 2-1,47,None,Koopa,286,Hole,1
167,World 3-1,2,None,Piranha,157,None,1
113,World 2-1,67,None,Koopa,283,Hole,1
72,World 1-2,29,Fire Flower,Hammer Bro,128,Hole,0
169,World 3-1,93,Star,Piranha,54,Time,1
103,World 1-2,23,Star,Lakitu,91,Enemy,1
149,World 3-1,161,Star,Piranha,184,Hole,1
88,World 1-1,36,Fire Flower,Piranha,112,Time,0
181,World 1-1,69,Star,Piranha,63,Lava,1
111,World 3-1,8,Mushroom,Goomba,151,Hole,1
14,World 1-1,155,Fire Flower,Lakitu,238,Enemy,1
47,Bowser Castle,122,Mushroom,Koopa,203,Enemy,0
134,World 2-1,158,None,Piranha,139,Enemy,1
96,World 1-2,31,None,Koopa,252,Enemy,0
117,Bowser Castle,68,Mushroom,Piranha,256,Lava,1
24,World 1-2,126,Fire Flower,Lakitu,252,Hole,1
153,World 2-1,91,Star,Lakitu,162,Time,1
193,World 3-1,121,Star,Koopa,42,Enemy,1
195,Bowser Castle,199,Mushroom,Hammer Bro,262,Lava,0
58,World 1-2,59,Star,Goomba,118,None,1
40,World 1-1,112,Fire Flower,Goomba,219,Hole,0
144,Bowser Castle,52,Mushroom,Goomba,78,Hole,0
29,World 1-1,88,Star,Hammer Bro,169,None,1
5,World 2-1,94,Star,Koopa,115,None,1
88,World 3-1,35,None,Lakitu,135,Lava,1
133,World 1-2,164,Fire Flower,Hammer Bro,87,Time,0
73,World 3-1,78,Star,Koopa,200,None,0
68,Bowser Castle,122,None,Lakitu,181,Lava,0
76,World 2-1,48,Star,Lakitu,181,None,1
165,Bowser Castle,55,Fire Flower,Hammer Bro,167,Hole,1
130,Bowser Castle,21,Star,Lakitu,240,Time,0
114,Bowser Castle,124,None,Piranha,276,Hole,1
78,Bowser Castle,136,Mushroom,Goomba,261,Time,1
83,World 3-1,81,Star,Piranha,278,Enemy,0
38,World 3-1,190,None,Koopa,186,Hole,1
18,World 3-1,51,Star,Piranha,261,Hole,0
59,World 3-1,173,None,Hammer Bro,71,Lava,1
7,World 1-2,96,Mushroom,Hammer Bro,269,None,1
121,Bowser Castle,190,Mushroom,Goomba,269,Hole,0
78,World 1-2,134,Star,Hammer Bro,109,Enemy,1
49,World 1-1,126,Fire Flower,Piranha,203,Enemy,0
68,World 3-1,176,Fire Flower,Goomba,123,None,1
142,World 1-2,65,None,Koopa,167,None,1
25,World 3-1,36,Fire Flower,Goomba,287,Hole,1
31,Bowser Castle,196,None,Hammer Bro,77,Time,1
65,World 1-1,23,Star,Koopa,158,Time,0
43,World 1-2,167,Mushroom,Piranha,100,Hole,0
161,World 2-1,6,Mushroom,Koopa,238,Enemy,0
143,World 1-2,142,None,Hammer Bro,32,Lava,0
172,Bowser Castle,50,Mushroom,Koopa,185,Enemy,0
61,World 2-1,31,Fire Flower,Hammer Bro,222,Hole,1
185,World 1-1,198,None,Hammer Bro,83,Lava,0
142,World 1-2,91,None,Hammer Bro,266,Enemy,1
147,World 3-1,78,Star,Hammer Bro,256,Lava,0
85,Bowser Castle,5,Fire Flower,Goomba,236,Lava,0
61,World 3-1,146,Fire Flower,Hammer Bro,45,None,1
142,World 3-1,185,Fire Flower,Lakitu,234,Hole,1
91,World 1-1,198,Star,Koopa,194,Enemy,1
193,World 1-2,29,None,Hammer Bro,181,Hole,0
118,World 2-1,169,None,Piranha,114,None,1
63,World 3-1,66,Fire Flower,Hammer Bro,237,Lava,0
164,World 2-1,105,None,Lakitu,211,Hole,0
64,World 2-1,90,Fire Flower,Goomba,176,Enemy,1
54,Bowser Castle,83,Star,Hammer Bro,40,Lava,1
115,World 3-1,117,Mushroom,Lakitu,298,Lava,1
42,World 1-1,197,Fire Flower,Goomba,73,None,1
16,World 1-1,14,None,Goomba,53,Lava,0
93,World 3-1,50,Fire Flower,Lakitu,100,Enemy,1
113,World 2-1,163,Fire Flower,Hammer Bro,286,Hole,1
117,Bowser Castle,154,Star,Lakitu,33,Enemy,0
82,Bowser Castle,155,Mushroom,Goomba,266,Lava,1
139,World 3-1,30,Fire Flower,Goomba,291,Time,1
8,World 1-2,106,Fire Flower,Lakitu,291,Enemy,0
72,World 1-2,119,Mushroom,Piranha,75,Time,1
52,World 1-2,146,Star,Koopa,166,Hole,1
85,Bowser Castle,4,Star,Hammer Bro,61,Time,1
53,World 1-2,82,None,Hammer Bro,181,Lava,1
92,World 1-1,22,None,Goomba,72,Enemy,1
132,World 1-2,101,Fire Flower,Goomba,193,Hole,1
67,World 1-2,70,Star,Lakitu,291,Enemy,0
185,World 3-1,186,Fire Flower,Piranha,168,Lava,1
114,World 3-1,161,None,Piranha,290,Time,0
87,Bowser Castle,181,Fire Flower,Koopa,79,Hole,0
84,Bowser Castle,37,Mushroom,Koopa,67,Enemy,0
74,Bowser Castle,117,Star,Piranha,223,Hole,0
178,World 1-1,125,None,Koopa,89,Enemy,0
134,Bowser Castle,133,None,Koopa,247,Lava,0
178,World 3-1,98,Mushroom,Piranha,137,Time,0
88,Bowser Castle,91,Star,Goomba,282,Hole,0
195,World 2-1,170,Fire Flower,Koopa,43,None,1
89,World 1-2,159,None,Goomba,292,Enemy,1
42,Bowser Castle,61,Fire Flower,Goomba,94,Lava,1
133,World 2-1,75,Mushroom,Lakitu,291,Enemy,1
144,World 1-1,73,None,Hammer Bro,190,None,0
113,World 1-2,154,None,Goomba,106,None,0
191,Bowser Castle,198,None,Piranha,154,Lava,1
18,World 1-1,82,Fire Flower,Koopa,238,Enemy,1
197,Bowser Castle,84,Star,Koopa,268,Lava,1
158,World 1-1,48,Star,Koopa,202,None,1
129,Bowser Castle,65,None,Piranha,57,Enemy,1
80,World 1-1,192,Star,Lakitu,66,Enemy,1
144,World 1-1,7,Star,Hammer Bro,40,Hole,0
5,Bowser Castle,172,Star,Hammer Bro,60,Time,0
154,World 1-1,61,Fire Flower,Koopa,262,Hole,1
165,World 1-2,187,Fire Flower,Piranha,285,Hole,1
20,World 1-2,80,Mushroom,Koopa,135,Lava,0
61,World 1-2,2,Star,Goomba,113,Lava,1
110,World 2-1,42,Mushroom,Piranha,273,Lava,1
157,World 1-1,170,Mushroom,Goomba,170,Time,1
72,World 1-2,126,Fire Flower,Lakitu,107,Enemy,1
100,Bowser Castle,114,Mushroom,Hammer Bro,289,Enemy,0
171,World 2-1,70,Fire Flower,Lakitu,273,None,1
109,World 2-1,78,Fire Flower,Lakitu,61,Lava,1
178,World 3-1,132,Mushroom,Piranha,54,Hole,1
42,Bowser Castle,157,None,Koopa,30,Hole,0
94,World 1-2,164,None,Lakitu,154,None,0
135,World 3-1,155,Fire Flower,Hammer Bro,56,None,1
136,Bowser Castle,107,Mushroom,Goomba,95,Lava,1
85,World 1-1,2,Star,Koopa,94,Lava,1
169,World 2-1,142,Fire Flower,Koopa,43,Hole,1
120,Bowser Castle,170,None,Goomba,175,Time,1
164,World 2-1,109,None,Goomba,72,Lava,1
80,World 3-1,43,Fire Flower,Lakitu,179,Lava,1
7,World 3-1,48,Mushroom,Lakitu,90,Hole,1
20,World 2-1,34,None,Koopa,202,Lava,1
112,World 1-1,39,Mushroom,Koopa,224,None,0
73,Bowser Castle,183,Star,Goomba,275,Lava,1
135,World 1-2,63,Fire Flower,Hammer Bro,36,Time,0
121,World 3-1,7,Fire Flower,Hammer Bro,153,Enemy,0
9,Bowser Castle,23,Star,Lakitu,170,None,1
40,World 3-1,167,Mushroom,Goomba,198,None,0
186,World 2-1,114,Fire Flower,Hammer Bro,230,Time,0
39,World 1-1,86,Fire Flower,Hammer Bro,220,Enemy,0
192,World 2-1,124,Fire Flower,Hammer Bro,70,Enemy,1
83,World 2-1,35,Star,Piranha,110,None,1
58,World 3-1,25,Fire Flower,Hammer Bro,57,Lava,1
167,World 3-1,199,Mushroom,Piranha,109,None,1
62,World 2-1,91,None,Koopa,150,Lava,1
153,World 1-1,134,Fire Flower,Koopa,166,Hole,0
93,World 3-1,80,Fire Flower,Goomba,84,Hole,1
38,Bowser Castle,46,Star,Piranha,243,Enemy,1
177,World 2-1,198,Mushroom,Lakitu,91,None,1
167,World 3-1,56,Mushroom,Hammer Bro,57,Enemy,0
129,World 3-1,111,Fire Flower,Piranha,298,None,1
183,World 2-1,119,Mushroom,Lakitu,296,None,1
40,World 3-1,56,Mushroom,Lakitu,137,Time,0
125,World 3-1,25,Star,Piranha,47,Lava,1
74,Bowser Castle,137,Fire Flower,Goomba,178,Time,1
108,Bowser Castle,128,Mushroom,Lakitu,70,Time,0
122,World 1-2,8,None,Hammer Bro,186,Hole,0
165,World 2-1,2,Fire Flower,Koopa,246,Lava,0
151,Bowser Castle,152,None,Goomba,183,Lava,0
35,World 2-1,152,None,Goomba,288,None,1
62,World 1-1,65,Fire Flower,Lakitu,142,Hole,1
123,World 1-1,56,Mushroom,Koopa,102,Time,0
83,World 1-2,70,Mushroom,Hammer Bro,268,Time,1
80,World 2-1,54,Mushroom,Goomba,151,Time,1
62,World 1-2,3,None,Piranha,75,Lava,1
188,World 1-1,58,None,Piranha,30,Lava,0
132,Bowser Castle,5,Mushroom,Hammer Bro,182,Hole,1
54,World 1-1,81,None,Lakitu,269,Enemy,0
126,World 1-2,116,Star,Goomba,186,Lava,0
33,World 3-1,154,None,Koopa,43,None,1
94,Bowser Castle,139,None,Lakitu,191,None,1
95,World 1-2,118,Mushroom,Goomba,90,Time,1
187,World 2-1,137,None,Lakitu,145,Lava,1
104,World 1-2,148,None,Hammer Bro,255,Enemy,0
172,World 3-1,119,Star,Goomba,188,None,1
35,World 1-1,186,Star,Piranha,164,Hole,0
69,World 3-1,70,Fire Flower,Piranha,78,Hole,0
90,World 1-1,99,Mushroom,Piranha,229,Lava,1
95,World 1-1,29,Mushroom,Lakitu,293,None,1
84,World 1-1,20,Mushroom,Lakitu,211,Hole,0
7,World 1-1,46,Star,Koopa,246,Time,1
30,World 2-1,103,Fire Flower,Lakitu,37,Enemy,0
51,World 3-1,89,None,Hammer Bro,143,Enemy,1
67,World 1-2,109,None,Koopa,178,Enemy,1
108,World 1-2,66,Fire Flower,Goomba,106,Lava,0
174,World 1-1,112,Mushroom,Koopa,258,Lava,1
112,World 2-1,116,Mushroom,Piranha,67,Lava,1
14,World 1-1,55,Mushroom,Piranha,95,Lava,1
147,Bowser Castle,47,Mushroom,Piranha,160,Lava,1
131,World 1-1,102,Star,Lakitu,111,Time,0
52,World 1-2,70,None,Piranha,109,Lava,1
147,World 1-2,197,Fire Flower,Goomba,80,Time,1
184,Bowser Castle,82,Mushroom,Hammer Bro,273,Lava,1
133,World 2-1,53,None,Piranha,147,Lava,1
142,World 1-2,62,None,Lakitu,80,Lava,1
62,World 1-1,71,Star,Koopa,266,Enemy,0
37,World 3-1,84,Fire Flower,Koopa,170,Hole,1
94,World 2-1,1,Fire Flower,Lakitu,192,Lava,0
50,World 3-1,88,None,Piranha,261,None,1
66,World 2-1,63,None,Piranha,113,Time,1
150,World 1-2,79,Fire Flower,Lakitu,236,Enemy,0
104,Bowser Castle,111,Fire Flower,Lakitu,169,None,0
163,World 1-2,10,Mushroom,Koopa,232,Time,1
151,World 3-1,111,None,Koopa,198,Enemy,0
184,World 1-2,108,Fire Flower,Lakitu,155,Enemy,1
165,World 3-1,135,Star,Goomba,196,None,1
125,Bowser Castle,61,None,Goomba,107,Hole,1
143,World 1-2,13,Mushroom,Lakitu,228,Lava,1
44,World 1-1,111,Mushroom,Goomba,208,Enemy,0
97,World 2-1,42,Fire Flower,Hammer Bro,91,Lava,0
79,World 1-2,69,None,Koopa,205,Hole,1
29,World 1-2,18,Star,Goomba,79,Hole,1
50,World 2-1,73,Mushroom,Hammer Bro,122,Enemy,0
193,World 1-1,19,None,Piranha,277,Enemy,0
122,World 1-1,38,Mushroom,Koopa,171,Lava,0
82,Bowser Castle,64,Star,Goomba,75,Time,0
143,World 1-1,91,None,Hammer Bro,52,Lava,0
71,Bowser Castle,138,Mushroom,Koopa,282,Lava,1
127,Bowser Castle,75,None,Piranha,164,Time,1
108,Bowser Castle,89,Star,Hammer Bro,183,None,0
140,World 1-2,173,Fire Flower,Goomba,188,Hole,1
125,World 1-2,60,Mushroom,Lakitu,239,Lava,0
81,World 2-1,21,Fire Flower,Goomba,192,None,1
185,World 2-1,121,Star,Goomba,99,None,1
77,World 1-1,5,Mushroom,Piranha,262,None,1
66,World 2-1,190,None,Piranha,90,Lava,1
37,Bowser Castle,171,Mushroom,Lakitu,215,Enemy,1
56,World 1-2,149,Fire Flower,Hammer Bro,116,Lava,1
136,World 1-2,91,None,Koopa,231,None,0
197,World 1-2,2,Mushroom,Lakitu,204,Enemy,0
115,World 1-1,102,Star,Goomba,281,None,0
196,World 3-1,143,Fire Flower,Piranha,285,Hole,1
7,World 1-2,5,Fire Flower,Piranha,198,Enemy,1
45,World 3-1,56,None,Goomba,170,None,1
159,World 3-1,90,Star,Hammer Bro,123,Enemy,1
77,World 1-1,87,Star,Koopa,234,Hole,0
123,World 2-1,132,Fire Flower,Goomba,266,Lava,1
84,World 2-1,87,None,Koopa,282,Enemy,1
38,World 1-2,4,Fire Flower,Piranha,169,Enemy,1
114,World 2-1,145,None,Hammer Bro,58,None,0
65,World 2-1,96,Fire Flower,Piranha,199,Hole,1
94,World 1-1,8,Fire Flower,Hammer Bro,184,Enemy,0
147,World 2-1,185,Star,Piranha,293,Hole,1
38,World 2-1,50,Fire Flower,Koopa,126,Lava,1
183,Bowser Castle,149,Star,Koopa,169,Enemy,0
26,World 1-2,144,None,Goomba,286,Lava,0
30,World 1-1,110,Star,Piranha,290,Lava,1
93,World 2-1,5,Star,Goomba,52,Hole,0
35,World 2-1,40,Mushroom,Koopa,108,Lava,1
121,World 3-1,95,Fire Flower,Hammer Bro,40,Lava,1
123,World 2-1,169,Fire Flower,Goomba,230,None,0
122,World 1-2,32,Star,Hammer Bro,98,Lava,1
130,World 3-1,116,Fire Flower,Lakitu,70,Time,1
117,World 2-1,169,Star,Piranha,119,Time,1
118,Bowser Castle,38,Mushroom,Goomba,224,Lava,1
94,World 2-1,119,Mushroom,Lakitu,242,Time,0
154,World 1-1,166,None,Goomba,200,Lava,0
183,World 1-1,130,Mushroom,Koopa,178,Hole,1
191,World 1-2,41,Fire Flower,Hammer Bro,175,Time,1
24,World 1-2,68,Fire Flower,Koopa,259,Lava,1
39,World 1-2,154,Fire Flower,Piranha,101,Lava,0
31,World 1-2,12,None,Piranha,64,Lava,0
107,World 1-1,2,Star,Lakitu,268,Hole,1
108,World 1-2,4,Fire Flower,Goomba,212,Hole,1
172,World 3-1,70,Star,Koopa,122,None,1
36,Bowser Castle,30,Mushroom,Hammer Bro,275,Lava,0
65,World 1-1,95,None,Hammer Bro,156,Lava,1
26,World 2-1,32,Star,Koopa,272,Time,0
144,Bowser Castle,24,None,Hammer Bro,35,Lava,1
152,World 2-1,9,Star,Lakitu,56,Lava,1
15,World 1-2,12,Fire Flower,Goomba,233,Hole,1
132,World 3-1,105,None,Lakitu,166,Time,1
86,World 3-1,15,Mushroom,Hammer Bro,41,Enemy,0
72,World 1-2,40,Fire Flower,Hammer Bro,189,Lava,0
22,World 1-1,88,Mushroom,Hammer Bro,87,Enemy,1
65,World 2-1,166,Star,Piranha,50,None,0
52,World 1-2,82,Star,Lakitu,243,Hole,0
16,World 1-1,181,Star,Piranha,165,Lava,1
139,Bowser Castle,32,Mushroom,Lakitu,244,None,1
22,World 1-2,194,None,Piranha,227,None,1
3,World 1-1,91,Star,Piranha,233,Enemy,1
85,World 2-1,42,Star,Lakitu,115,None,1
146,Bowser Castle,195,Fire Flower,Goomba,64,Lava,0
29,Bowser Castle,42,None,Hammer Bro,162,Hole,1
186,World 2-1,51,Star,Koopa,163,Time,1
97,World 3-1,126,Fire Flower,Lakitu,214,Hole,0
189,World 3-1,146,Fire Flower,Goomba,103,Enemy,1
30,World 1-2,110,Mushroom,Piranha,175,Enemy,1
141,Bowser Castle,167,Fire Flower,Piranha,144,Enemy,1
83,Bowser Castle,35,Fire Flower,Koopa,32,Hole,1
53,Bowser Castle,45,None,Goomba,83,None,0
116,World 1-2,92,Star,Hammer Bro,85,Enemy,1
174,World 2-1,87,Star,Hammer Bro,103,Enemy,1
146,World 2-1,152,Fire Flower,Koopa,148,None,1
184,World 2-1,191,Star,Lakitu,32,Time,1
120,World 3-1,114,Star,Goomba,280,Time,0
196,World 1-1,56,Fire Flower,Koopa,168,Enemy,1
80,World 3-1,172,Mushroom,Piranha,234,Lava,1
27,World 2-1,29,Mushroom,Koopa,119,Lava,0
91,World 1-1,72,Mushroom,Goomba,222,None,1
179,World 3-1,58,None,Piranha,257,Time,1
38,Bowser Castle,185,Star,Lakitu,192,Lava,1
97,World 2-1,41,Mushroom,Piranha,291,None,0
178,World 2-1,72,Fire Flower,Piranha,254,Hole,1
156,World 1-1,19,Fire Flower,Hammer Bro,204,Time,0
121,World 2-1,2,None,Koopa,282,Time,1
37,World 1-1,2,Fire Flower,Piranha,203,Hole,1
86,World 2-1,127,Fire Flower,Goomba,149,None,0
53,World 3-1,39,None,Hammer Bro,172,Hole,1
173,World 2-1,121,Mushroom,Goomba,91,Time,0
98,World 3-1,170,Mushroom,Lakitu,164,None,1
83,Bowser Castle,143,Star,Goomba,115,Lava,0
101,World 1-1,22,Mushroom,Piranha,124,Hole,1
21,World 2-1,170,Fire Flower,Piranha,74,Lava,1
176,World 3-1,148,None,Goomba,73,Time,1
114,Bowser Castle,124,Fire Flower,Hammer Bro,197,Hole,0
25,World 2-1,79,Fire Flower,Lakitu,289,Enemy,1
175,Bowser Castle,87,Fire Flower,Piranha,270,Enemy,0
103,World 1-1,104,Star,Hammer Bro,274,Enemy,0
8,World 1-2,17,Fire Flower,Koopa,279,Enemy,1
14,World 2-1,0,None,Lakitu,75,Hole,0
187,World 1-1,149,None,Koopa,266,Enemy,0
96,World 1-1,78,Fire Flower,Lakitu,65,Time,1
109,World 1-2,78,None,Goomba,65,Time,0
133,World 3-1,124,None,Koopa,31,Time,0
129,World 2-1,143,Mushroom,Piranha,64,Time,1
179,Bowser Castle,126,Fire Flower,Hammer Bro,161,Time,0
108,World 1-2,30,Star,Lakitu,136,Enemy,1
191,World 2-1,190,Mushroom,Koopa,185,Hole,0
148,World 2-1,143,Mushroom,Goomba,285,Lava,1
86,Bowser Castle,173,Fire Flower,Piranha,42,Hole,0
137,World 1-2,199,Mushroom,Koopa,233,None,1
194,World 2-1,72,Star,Lakitu,139,Lava,1
188,World 3-1,175,Fire Flower,Koopa,141,None,0
171,World 2-1,3,Star,Koopa,194,Time,1
68,Bowser Castle,38,Star,Lakitu,147,Enemy,1
44,World 2-1,180,None,Piranha,80,Time,1
124,World 1-1,127,Fire Flower,Piranha,148,Hole,1
80,Bowser Castle,147,Mushroom,Koopa,56,None,1
142,World 1-2,123,Fire Flower,Hammer Bro,295,Enemy,1
74,World 2-1,55,Fire Flower,Piranha,174,Enemy,0
9,World 1-2,145,Fire Flower,Hammer Bro,108,Lava,0
114,Bowser Castle,5,None,Piranha,34,Hole,1
13,Bowser Castle,175,Mushroom,Koopa,247,None,1
